1.00000000  0.00000000
0.98304074  0.00174772
0.96612875  0.00351593
0.94926797  0.00530754
0.93246232  0.00712412
0.91571568  0.00896594
0.89903189  0.01083215
0.88241471  0.01272084
0.86586791  0.01462919
0.84939517  0.01655361
0.83300013  0.01848978
0.81668642  0.02043282
0.80045758  0.02237739
0.78431712  0.02431779
0.76826852  0.02624807
0.75231518  0.02816208
0.73646046  0.03005364
0.72070772  0.03191655
0.70506020  0.03374470
0.68952114  0.03553216
0.67409373  0.03727320
0.65878107  0.03896239
0.64358628  0.04059462
0.62851237  0.04216516
0.61356234  0.04366971
0.59873913  0.04510438
0.58404563  0.04646579
0.56948468  0.04775100
0.55505909  0.04895759
0.54077159  0.05008363
0.52662491  0.05112768
0.51262168  0.05208879
0.49876453  0.05296647
0.48505600  0.05376072
0.47149861  0.05447195
0.45809486  0.05510097
0.44484713  0.05564901
0.43175781  0.05611760
0.41882924  0.05650861
0.40606371  0.05682422
0.39346344  0.05706678
0.38103063  0.05723892
0.36876745  0.05734337
0.35667598  0.05738304
0.34475831  0.05736090
0.33301643  0.05727996
0.32145233  0.05714328
0.31006795  0.05695386
0.29886515  0.05671469
0.28784581  0.05642862
0.27701171  0.05609844
0.26636462  0.05572679
0.25590627  0.05531612
0.24563833  0.05486873
0.23556243  0.05438671
0.22568018  0.05387194
0.21599314  0.05332609
0.20650281  0.05275059
0.19721069  0.05214664
0.18811820  0.05151520
0.17922675  0.05085703
0.17053770  0.05017265
0.16205238  0.04946234
0.15377205  0.04872623
0.14569798  0.04796420
0.13783139  0.04717601
0.13017341  0.04636121
0.12272522  0.04551928
0.11548789  0.04464950
0.10846250  0.04375113
0.10165008  0.04282332
0.09505160  0.04186519
0.08866804  0.04087583
0.08250030  0.03985432
0.07654929  0.03879979
0.07081585  0.03771140
0.06530079  0.03658840
0.06000490  0.03543011
0.05492894  0.03423598
0.05007361  0.03300560
0.04543960  0.03173869
0.04102757  0.03043514
0.03683811  0.02909503
0.03287183  0.02771864
0.02912927  0.02630641
0.02561094  0.02485902
0.02231735  0.02337735
0.01924893  0.02186250
0.01640612  0.02031575
0.01378930  0.01873865
0.01139883  0.01713289
0.00923504  0.01550038
0.00729823  0.01384322
0.00558865  0.01216368
0.00410656  0.01046419
0.00285213  0.00874733
0.00182555  0.00701577
0.00102696  0.00527233
0.00045645  0.00351992
0.00011412  0.00176147
0.00000000  0.00000000
0.00011412  -0.00167561
0.00045645  -0.00334463
0.00102696  -0.00500057
0.00182555  -0.00663707
0.00285213  -0.00824798
0.00410656  -0.00982746
0.00558865  -0.01137001
0.00729823  -0.01287056
0.00923504  -0.01432447
0.01139883  -0.01572768
0.01378930  -0.01707665
0.01640612  -0.01836846
0.01924893  -0.01960083
0.02231735  -0.02077209
0.02561094  -0.02188129
0.02912927  -0.02292813
0.03287183  -0.02391297
0.03683811  -0.02483682
0.04102757  -0.02570134
0.04543960  -0.02650880
0.05007361  -0.02726202
0.05492894  -0.02796435
0.06000490  -0.02861964
0.06530079  -0.02923211
0.07081585  -0.02980636
0.07654929  -0.03034728
0.08250030  -0.03085994
0.08866804  -0.03134957
0.09505160  -0.03182143
0.10165008  -0.03228076
0.10846250  -0.03273270
0.11548789  -0.03318217
0.12272522  -0.03363385
0.13017341  -0.03409204
0.13783139  -0.03456065
0.14569798  -0.03504304
0.15377205  -0.03554206
0.16205238  -0.03605993
0.17053770  -0.03659821
0.17922675  -0.03715773
0.18811820  -0.03773858
0.19721069  -0.03834011
0.20650281  -0.03896086
0.21599314  -0.03959860
0.22568018  -0.04025032
0.23556243  -0.04091225
0.24563833  -0.04157989
0.25590627  -0.04224805
0.26636462  -0.04291090
0.27701171  -0.04356204
0.28784581  -0.04419458
0.29886515  -0.04480119
0.31006795  -0.04537418
0.32145233  -0.04590570
0.33301643  -0.04638771
0.34475831  -0.04681216
0.35667598  -0.04717113
0.36876745  -0.04745689
0.38103063  -0.04766203
0.39346344  -0.04777962
0.40606371  -0.04780331
0.41882924  -0.04772741
0.43175781  -0.04754704
0.44484713  -0.04725823
0.45809486  -0.04685798
0.47149861  -0.04634440
0.48505600  -0.04571673
0.49876453  -0.04497542
0.51262168  -0.04412218
0.52662491  -0.04315996
0.54077159  -0.04209304
0.55505909  -0.04092692
0.56948468  -0.03966833
0.58404563  -0.03832517
0.59873913  -0.03690644
0.61356234  -0.03542206
0.62851237  -0.03388282
0.64358628  -0.03230017
0.65878107  -0.03068603
0.67409373  -0.02905260
0.68952114  -0.02741209
0.70506020  -0.02577645
0.72070772  -0.02415714
0.73646046  -0.02256469
0.75231518  -0.02100846
0.76826852  -0.01949624
0.78431712  -0.01803386
0.80045758  -0.01662481
0.81668642  -0.01526975
0.83300013  -0.01396618
0.84939517  -0.01270791
0.86586791  -0.01148462
0.88241471  -0.01028145
0.89903189  -0.00907849
0.91571568  -0.00785030
0.93246232  -0.00656553
0.94926797  -0.00518640
0.96612875  -0.00366829
0.98304074  -0.00195933
1.00000000  -0.00000000
