      chord_R      taper_M      twist_R      twist_M    taper_tip         span    sweep_tip      twist_T         MTOW       W_fuel          L/D
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.11559          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474        0.505     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.68618      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.27803          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567        0.202      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.20178      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.2167    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.422115      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936       7061.3      4844.71      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4893.16      22.5829
      3.08474          0.5     -3.64968      4.23567          0.2      6.14038      20.0165    -0.417936      6991.39      4844.71      22.8087
      3.80582          0.5            6           -6          0.2            6           10    -0.417936      1001.78       7814.4            6
       3.5895          0.5       3.1051      -2.9293          0.2      6.04211       13.005    -0.417936      2798.66      6923.49      10.9749
      3.43807          0.5      1.07866    -0.779808          0.2      6.07159      15.1084    -0.417936      4056.48      6299.86      14.4573
      3.33207          0.5     -0.33984     0.724835          0.2      6.09223      16.5808    -0.417936      4936.95      5863.31       16.895
      3.25787          0.5     -1.33279      1.77809          0.2      6.10667      17.6115    -0.417936      5553.28      5557.73      18.6013
      3.20593          0.5     -2.02786      2.51536          0.2      6.11679       18.333    -0.417936      5984.72      5343.83      19.7958
      3.16957          0.5      -2.5144      3.03145          0.2      6.12386      18.8381    -0.417936      6286.72      5194.09      20.6319
      3.14412          0.5     -2.85499      3.39272          0.2      6.12882      19.1916    -0.417936      6498.12      5089.28      21.2172
      3.12631          0.5      -3.0934       3.6456          0.2      6.13229      19.4391    -0.417936       6646.1      5015.91      21.6269
      3.11384          0.5     -3.26028      3.82262          0.2      6.13472      19.6123    -0.417936      6749.69      4964.55      21.9137
      3.10511          0.5      -3.3771      3.94654          0.2      6.13641      19.7336    -0.417936       6822.2       4928.6      22.1145
        3.099          0.5     -3.45887      4.03328          0.2       6.1376      19.8184    -0.417936      6872.96      4903.43       22.255
      3.09472          0.5     -3.51612        4.094          0.2      6.13844      19.8779    -0.417936      6908.49      4885.81      22.3534
      3.09173          0.5     -3.55619       4.1365          0.2      6.13902      19.9195    -0.417936      6933.36      4873.48      22.4222
      3.08963          0.5     -3.58423      4.16625          0.2      6.13943      19.9486    -0.417936      6950.77      4864.85      22.4704
      3.08816          0.5     -3.60387      4.18708          0.2      6.13971      19.9689    -0.417936      6962.95      4858.81      22.5042
      3.08714          0.5     -3.61761      4.20165          0.2      6.13991      19.9832    -0.417936      6971.48      4854.58      22.5278
      3.08642          0.5     -3.62723      4.21186          0.2      6.14005      19.9932    -0.417936      6977.46      4851.62      22.5443
      3.08591          0.5     -3.63397        4.219          0.2      6.14015      20.0002    -0.417936      6981.64      4849.55      22.5559
      3.08556          0.5     -3.63868        4.224          0.2      6.14022      20.0051    -0.417936      6984.56       4848.1       22.564
      3.08532          0.5     -3.64198       4.2275          0.2      6.14027      20.0085    -0.417936      6986.61      4847.08      22.5697
      3.08514          0.5     -3.64429      4.22995          0.2       6.1403      20.0109    -0.417936      6988.04      4846.37      22.5736
      3.08502          0.5     -3.64591      4.23167          0.2      6.14033      20.0126    -0.417936      6989.05      4845.87      22.5764
      3.08494          0.5     -3.64704      4.23287          0.2      6.14034      20.0138    -0.417936      6989.75      4845.52      22.5784
      3.08488          0.5     -3.64783      4.23371          0.2      6.14035      20.0146    -0.417936      6990.24      4845.28      22.5797
      3.08484          0.5     -3.64839       4.2343          0.2      6.14036      20.0152    -0.417936      6990.59      4845.11      22.5807
      3.08481          0.5     -3.64877      4.23471          0.2      6.14037      20.0156    -0.417936      6990.83      4844.99      22.5813
      3.08479          0.5     -3.64905        4.235          0.2      6.14037      20.0158    -0.417936         6991      4844.91      22.5818
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.11562          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477        0.505     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.68573       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924      4.27756          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352        0.202      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.20178       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037      20.2162    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.422115      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      7061.03      4844.85      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4893.29      22.5821
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.11      4844.85       22.808
            3          0.5     -3.96782       4.5681          0.2            6      14.6003    -0.417936      4908.14      3905.99      29.4925
      3.02543          0.5     -3.87225      4.46823          0.2      6.04211       16.225    -0.417936      5533.03      4187.65      27.4194
      3.04323          0.5     -3.80534      4.39832          0.2      6.07159      17.3623    -0.417936      5970.46      4384.81      25.9682
       3.0557          0.5     -3.75851      4.34938          0.2      6.09223      18.1584    -0.417936      6276.65      4522.82      24.9524
      3.06442          0.5     -3.72573      4.31513          0.2      6.10667      18.7157    -0.417936      6490.99      4619.43      24.2413
      3.07053          0.5     -3.70278      4.29115          0.2      6.11678      19.1058    -0.417936      6641.03      4687.05      23.7436
       3.0748          0.5     -3.68672      4.27436          0.2      6.12386      19.3789    -0.417936      6746.05      4734.39      23.3951
      3.07779          0.5     -3.67547      4.26261          0.2      6.12881        19.57    -0.417936      6819.57      4767.53      23.1512
      3.07989          0.5      -3.6676      4.25439          0.2      6.13228      19.7038    -0.417936      6871.04      4790.72      22.9805
      3.08135          0.5     -3.66209      4.24863          0.2      6.13471      19.7975    -0.417936      6907.06      4806.96       22.861
      3.08238          0.5     -3.65824       4.2446          0.2      6.13641      19.8631    -0.417936      6932.28      4818.33      22.7773
       3.0831          0.5     -3.65554      4.24178          0.2       6.1376       19.909    -0.417936      6949.93      4826.28      22.7188
       3.0836          0.5     -3.65365      4.23981          0.2      6.13843      19.9411    -0.417936      6962.28      4831.85      22.6778
      3.08395          0.5     -3.65232      4.23842          0.2      6.13901      19.9636    -0.417936      6970.93      4835.75      22.6491
       3.0842          0.5      -3.6514      4.23746          0.2      6.13942      19.9793    -0.417936      6976.99      4838.48       22.629
      3.08437          0.5     -3.65075      4.23678          0.2      6.13971      19.9903    -0.417936      6981.23      4840.39      22.6149
      3.08449          0.5     -3.65029      4.23631          0.2      6.13991       19.998    -0.417936      6984.19      4841.73      22.6051
      3.08458          0.5     -3.64998      4.23597          0.2      6.14005      20.0034    -0.417936      6986.27      4842.66      22.5982
      3.08464          0.5     -3.64975      4.23574          0.2      6.14014      20.0072    -0.417936      6987.72      4843.32      22.5934
      3.08468          0.5      -3.6496      4.23558          0.2      6.14021      20.0099    -0.417936      6988.74      4843.78        22.59
      3.08471          0.5     -3.64949      4.23546          0.2      6.14026      20.0117    -0.417936      6989.45       4844.1      22.5877
      3.08473          0.5     -3.64941      4.23539          0.2       6.1403       20.013    -0.417936      6989.95      4844.32       22.586
      3.08474          0.5     -3.64936      4.23533          0.2      6.14032      20.0139    -0.417936       6990.3      4844.48      22.5848
      3.08475          0.5     -3.64932      4.23529          0.2      6.14034      20.0146    -0.417936      6990.54      4844.59       22.584
      3.08476          0.5      -3.6493      4.23526          0.2      6.14035       20.015    -0.417936      6990.72      4844.67      22.5835
      3.08476          0.5     -3.64928      4.23524          0.2      6.14035      20.0153    -0.417936      6990.84      4844.72      22.5831
      3.08477          0.5     -3.64927      4.23523          0.2      6.14036      20.0155    -0.417936      6990.92      4844.76      22.5828
      3.08477          0.5     -3.64926      4.23522          0.2      6.14036      20.0157    -0.417936      6990.98      4844.78      22.5826
      3.08477          0.5     -3.64925      4.23521          0.2      6.14037      20.0158    -0.417936      6991.02       4844.8      22.5825
      3.08477          0.5     -3.64925      4.23521          0.2      6.14037      20.0159    -0.417936      6991.05      4844.82      22.5824
      3.08477          0.5     -3.64924      4.23521          0.2      6.14037      20.0159    -0.417936      6991.07      4844.83      22.5823
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.08      4844.83      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.11562          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477        0.505     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.68573       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924      4.27756          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352        0.202      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.20178       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037      20.2162    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.422115       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      7061.02      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4893.29      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936       6991.1      4844.84       22.808
            3          0.5     -3.03209      3.56736          0.2            6           10    -0.417936      2350.14       3385.3           30
      3.02543          0.5     -3.21723      3.76771          0.2      6.04211      13.0048    -0.417936      3742.43      3823.16      27.7747
      3.04323          0.5     -3.34683      3.90796          0.2      6.07159      15.1082    -0.417936      4717.03      4129.66      26.2169
       3.0557          0.5     -3.43756      4.00613          0.2      6.09222      16.5805    -0.417936      5399.25      4344.22      25.1265
      3.06442          0.5     -3.50106      4.07485          0.2      6.10667      17.6112    -0.417936      5876.81      4494.41      24.3632
      3.07052          0.5     -3.54551      4.12296          0.2      6.11678      18.3326    -0.417936       6211.1      4599.54      23.8289
       3.0748          0.5     -3.57663      4.15663          0.2      6.12386      18.8376    -0.417936       6445.1      4673.13      23.4549
      3.07779          0.5     -3.59841       4.1802          0.2      6.12881      19.1911    -0.417936       6608.9      4724.64      23.1931
      3.07989          0.5     -3.61366       4.1967          0.2      6.13228      19.4386    -0.417936      6723.56       4760.7      23.0098
      3.08135          0.5     -3.62433      4.20825          0.2      6.13471      19.6118    -0.417936      6803.82      4785.94      22.8815
      3.08238          0.5      -3.6318      4.21634          0.2      6.13641      19.7331    -0.417936      6860.01      4803.61      22.7917
       3.0831          0.5     -3.63703        4.222          0.2       6.1376       19.818    -0.417936      6899.34      4815.98      22.7288
       3.0836          0.5      -3.6407      4.22596          0.2      6.13843      19.8774    -0.417936      6926.87      4824.64      22.6848
      3.08395          0.5     -3.64326      4.22873          0.2      6.13901       19.919    -0.417936      6946.14       4830.7       22.654
       3.0842          0.5     -3.64505      4.23067          0.2      6.13942      19.9481    -0.417936      6959.63      4834.94      22.6325
      3.08437          0.5     -3.64631      4.23203          0.2      6.13971      19.9685    -0.417936      6969.07      4837.91      22.6174
      3.08449          0.5     -3.64719      4.23298          0.2      6.13991      19.9827    -0.417936      6975.68      4839.99      22.6068
      3.08458          0.5      -3.6478      4.23365          0.2      6.14005      19.9927    -0.417936      6980.31      4841.45      22.5994
      3.08463          0.5     -3.64823      4.23411          0.2      6.14014      19.9997    -0.417936      6983.55      4842.46      22.5943
      3.08468          0.5     -3.64853      4.23444          0.2      6.14021      20.0046    -0.417936      6985.81      4843.18      22.5906
      3.08471          0.5     -3.64875      4.23467          0.2      6.14026       20.008    -0.417936       6987.4      4843.68      22.5881
      3.08473          0.5     -3.64889      4.23483          0.2      6.14029      20.0104    -0.417936      6988.51      4844.03      22.5863
      3.08474          0.5       -3.649      4.23494          0.2      6.14032      20.0121    -0.417936      6989.29      4844.27      22.5851
      3.08475          0.5     -3.64907      4.23502          0.2      6.14033      20.0133    -0.417936      6989.83      4844.44      22.5842
      3.08476          0.5     -3.64912      4.23507          0.2      6.14035      20.0141    -0.417936      6990.21      4844.56      22.5836
      3.08476          0.5     -3.64916      4.23511          0.2      6.14035      20.0147    -0.417936      6990.48      4844.65      22.5832
      3.08476          0.5     -3.64918      4.23514          0.2      6.14036      20.0151    -0.417936      6990.67       4844.7      22.5829
      3.08477          0.5      -3.6492      4.23516          0.2      6.14036      20.0154    -0.417936       6990.8      4844.75      22.5827
      3.08477          0.5     -3.64921      4.23517          0.2      6.14037      20.0155    -0.417936      6990.89      4844.77      22.5825
      3.08477          0.5     -3.64922      4.23518          0.2      6.14037      20.0157    -0.417936      6990.95      4844.79      22.5824
      3.08477          0.5     -3.64922      4.23519          0.2      6.14037      20.0158    -0.417936         6991      4844.81      22.5823
      3.08477          0.5     -3.64923      4.23519          0.2      6.14037      20.0159    -0.417936      6991.03      4844.82      22.5823
      3.08477          0.5     -3.64923      4.23519          0.2      6.14037      20.0159    -0.417936      6991.05      4844.83      22.5823
      3.08477          0.5     -3.64923       4.2352          0.2      6.14037      20.0159    -0.417936      6991.07      4844.83      22.5822
      3.08477          0.5     -3.64923       4.2352          0.2      6.14037       20.016    -0.417936      6991.08      4844.83      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.11562          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477        0.505     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.68573       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924      4.27756          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352        0.202      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.20178       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037      20.2162    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.422115      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      7061.01      4844.84      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4893.29      22.5822
      3.08477          0.5     -3.64924       4.2352          0.2      6.14037       20.016    -0.417936      6991.09      4844.84       22.808
            3          0.5     -2.50528      3.02078          0.2            6           10    -0.415903      2258.12      3403.69           30
      3.02543          0.5     -2.84847       3.3851          0.2      6.04211      13.0048    -0.416513      3678.01      3836.03      27.7747
      3.04323          0.5      -3.0887      3.64013          0.2      6.07159      15.1082     -0.41694      4671.93      4138.67      26.2169
       3.0557          0.5     -3.25686      3.81865          0.2      6.09222      16.5805    -0.417239      5367.68      4350.52      25.1265
      3.06442          0.5     -3.37457      3.94362          0.2      6.10667      17.6112    -0.417448      5854.71      4498.82      24.3632
      3.07052          0.5     -3.45697      4.03109          0.2      6.11678      18.3326    -0.417594      6195.62      4602.62      23.8289
       3.0748          0.5     -3.51465      4.09232          0.2      6.12386      18.8376    -0.417697      6434.26      4675.29      23.4549
      3.07779          0.5     -3.55503      4.13519          0.2      6.12881      19.1911    -0.417769      6601.31      4726.15      23.1931
      3.07989          0.5     -3.58329      4.16519          0.2      6.13228      19.4386    -0.417819      6718.25      4761.76      23.0098
      3.08135          0.5     -3.60307      4.18619          0.2      6.13471      19.6118    -0.417854       6800.1      4786.68      22.8815
      3.08238          0.5     -3.61692       4.2009          0.2      6.13641      19.7331    -0.417879       6857.4      4804.13      22.7917
       3.0831          0.5     -3.62662      4.21119          0.2       6.1376      19.8179    -0.417896      6897.51      4816.34      22.7289
       3.0836          0.5      -3.6334      4.21839          0.2      6.13843      19.8774    -0.417908      6925.58      4824.89      22.6849
      3.08395          0.5     -3.63815      4.22343          0.2      6.13901      19.9189    -0.417916      6945.24      4830.88      22.6541
       3.0842          0.5     -3.64148      4.22696          0.2      6.13942      19.9481    -0.417922      6958.99      4835.06      22.6325
      3.08437          0.5     -3.64381      4.22943          0.2      6.13971      19.9684    -0.417926      6968.62         4838      22.6174
      3.08449          0.5     -3.64543      4.23116          0.2      6.13991      19.9827    -0.417929      6975.37      4840.05      22.6068
      3.08458          0.5     -3.64658      4.23237          0.2      6.14005      19.9927    -0.417931      6980.08      4841.49      22.5994
      3.08463          0.5     -3.64737      4.23322          0.2      6.14014      19.9997    -0.417933      6983.39      4842.49      22.5943
      3.08468          0.5     -3.64793      4.23382          0.2      6.14021      20.0046    -0.417934       6985.7       4843.2      22.5906
       3.0847          0.5     -3.64832      4.23423          0.2      6.14026       20.008    -0.417934      6987.32      4843.69      22.5881
      3.08473          0.5      -3.6486      4.23452          0.2      6.14029      20.0104    -0.417935      6988.45      4844.03      22.5863
      3.08474          0.5     -3.64879      4.23472          0.2      6.14032      20.0121    -0.417935      6989.24      4844.28      22.5851
      3.08475          0.5     -3.64892      4.23487          0.2      6.14033      20.0133    -0.417935       6989.8      4844.44      22.5842
      3.08476          0.5     -3.64902      4.23497          0.2      6.14035      20.0141    -0.417936      6990.19      4844.56      22.5836
