0 0
0.010101 0.0177375
0.020202 0.0244813
0.030303 0.0292829
0.040404 0.0330462
0.0505051 0.0361337
0.0606061 0.0387376
0.0707071 0.0409754
0.0808081 0.0429255
0.0909091 0.0446435
0.10101 0.0461706
0.111111 0.0475381
0.121212 0.0487703
0.131313 0.0498868
0.141414 0.050903
0.151515 0.0518315
0.161616 0.0526827
0.171717 0.0534651
0.181818 0.0541854
0.191919 0.0548496
0.20202 0.0554621
0.212121 0.056027
0.222222 0.0565472
0.232323 0.0570253
0.242424 0.0574634
0.252525 0.057863
0.262626 0.0582252
0.272727 0.0585511
0.282828 0.0588413
0.292929 0.0590963
0.30303 0.0593162
0.313131 0.0595013
0.323232 0.0596515
0.333333 0.0597668
0.343434 0.0598469
0.353535 0.0598916
0.363636 0.0599007
0.373737 0.0598739
0.383838 0.059811
0.393939 0.0597115
0.40404 0.0595754
0.414141 0.0594022
0.424242 0.0591917
0.434343 0.0589439
0.444444 0.0586584
0.454545 0.0583353
0.464646 0.0579744
0.474747 0.0575758
0.484848 0.0571396
0.494949 0.0566658
0.505051 0.0561546
0.515152 0.0556062
0.525253 0.0550211
0.535354 0.0543994
0.545455 0.0537418
0.555556 0.0530486
0.565657 0.0523204
0.575758 0.0515578
0.585859 0.0507614
0.59596 0.0499321
0.606061 0.0490706
0.616162 0.0481777
0.626263 0.0472542
0.636364 0.0463011
0.646465 0.0453194
0.656566 0.04431
0.666667 0.0432739
0.676768 0.0422122
0.686869 0.0411259
0.69697 0.0400162
0.707071 0.038884
0.717172 0.0377305
0.727273 0.0365569
0.737374 0.0353641
0.747475 0.0341532
0.757576 0.0329253
0.767677 0.0316814
0.777778 0.0304225
0.787879 0.0291496
0.79798 0.0278635
0.808081 0.0265651
0.818182 0.0252551
0.828283 0.0239344
0.838384 0.0226034
0.848485 0.0212628
0.858586 0.0199131
0.868687 0.0185544
0.878788 0.0171872
0.888889 0.0158115
0.89899 0.0144272
0.909091 0.0130343
0.919192 0.0116323
0.929293 0.010221
0.939394 0.00879951
0.949495 0.00736716
0.959596 0.00592293
0.969697 0.00446561
0.979798 0.0029938
0.989899 0.00150588
1 0
0 0
0.010101 0.0174378
0.020202 0.0237556
0.030303 0.0281482
0.040404 0.031569
0.0505051 0.0344006
0.0606061 0.0368402
0.0707071 0.0390014
0.0808081 0.0409532
0.0909091 0.0427384
0.10101 0.0443834
0.111111 0.0459035
0.121212 0.0473067
0.131313 0.0485964
0.141414 0.0497722
0.151515 0.0508317
0.161616 0.0517712
0.171717 0.0525861
0.181818 0.0532715
0.191919 0.0538227
0.20202 0.0542351
0.212121 0.0545047
0.222222 0.0546283
0.232323 0.0546032
0.242424 0.0544278
0.252525 0.0541014
0.262626 0.053624
0.272727 0.0529968
0.282828 0.052222
0.292929 0.0513024
0.30303 0.0502422
0.313131 0.0490461
0.323232 0.0477197
0.333333 0.0462694
0.343434 0.0447023
0.353535 0.0430262
0.363636 0.0412493
0.373737 0.0393804
0.383838 0.0374287
0.393939 0.0354037
0.40404 0.0333152
0.414141 0.0311732
0.424242 0.0289877
0.434343 0.0267688
0.444444 0.0245266
0.454545 0.0222711
0.464646 0.0200121
0.474747 0.0177592
0.484848 0.0155218
0.494949 0.013309
0.505051 0.0111296
0.515152 0.00899183
0.525253 0.00690386
0.535354 0.00487325
0.545455 0.00290719
0.555556 0.00101244
0.565657 -0.00080466
0.575758 -0.00253824
0.585859 -0.00418284
0.59596 -0.00573348
0.606061 -0.0071856
0.616162 -0.0085351
0.626263 -0.00977835
0.636364 -0.0109122
0.646465 -0.0119338
0.656566 -0.0128411
0.666667 -0.0136324
0.676768 -0.0143064
0.686869 -0.0148626
0.69697 -0.0153011
0.707071 -0.0156225
0.717172 -0.0158283
0.727273 -0.0159207
0.737374 -0.0159026
0.747475 -0.015778
0.757576 -0.0155518
0.767677 -0.0152298
0.777778 -0.0148188
0.787879 -0.0143269
0.79798 -0.0137631
0.808081 -0.0131375
0.818182 -0.0124611
0.828283 -0.0117458
0.838384 -0.0110042
0.848485 -0.0102494
0.858586 -0.00949461
0.868687 -0.00875274
0.878788 -0.00803583
0.888889 -0.00735441
0.89899 -0.00671663
0.909091 -0.0061272
0.919192 -0.00558617
0.929293 -0.00508745
0.939394 -0.00461698
0.949495 -0.00415072
0.959596 -0.00365219
0.969697 -0.00306966
0.979798 -0.00233286
0.989899 -0.00134932
1 -0
